GENE_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000164808	772.604892099622	-1.11209923765066	0.266278748739908	-4.17644758702437	2.96096928465856e-05	0.00244551614542557
ENSG00000165185	197.22065522861	-1.28722589969838	0.347985355609604	-3.69908066229799	0.000216381829748758	0.00978925711620582
ENSG00000165195	362.165205031159	-2.0486944833456	0.467754311147483	-4.37985163262268	1.18760140306923e-05	0.00127652035531882
ENSG00000167371	182.82133270518	-2.52627164485282	0.493761475214319	-5.11638062438201	3.11454247813579e-07	7.68182702997737e-05
ENSG00000167615	2478.37679064673	-1.534108934494	0.368991821175667	-4.1575689390786	3.21652225693659e-05	0.0025854233587564
ENSG00000167972	1810.2645897452	-2.17278286189099	0.474434057601022	-4.57973627120634	4.65562598166848e-06	0.000635034437878341
ENSG00000168026	147.571989462343	-3.38290139576059	0.776289386767957	-4.35778390561945	1.31386009918933e-05	0.00136740179687306
ENSG00000169246	497.474506674894	-1.41822909838044	0.308615245918168	-4.59546026043217	4.31795084362051e-06	0.000612163031018798
ENSG00000172159	140.664112715407	-1.74551528679157	0.423122615346991	-4.1253178711805	3.70223062728242e-05	0.00286088680018112
ENSG00000173334	934.056912420795	-1.67535458541911	0.40129663881649	-4.17485327153521	2.98178174959532e-05	0.00245146029230428
ENSG00000173821	6335.81351852372	-1.86088165856964	0.439288839567324	-4.23612323136301	2.27412001986524e-05	0.00203917802805373
ENSG00000173846	330.930429716024	-1.78159561026482	0.477902149822245	-3.72795060856597	0.000193043198250293	0.00917082528890905
ENSG00000174501	1272.55237546521	-3.11130069639639	0.63129334488319	-4.92845476926749	8.28825165512756e-07	0.000177654727441157
ENSG00000174502	169.134424946396	-4.26456891811187	1.06349989367011	-4.00993826468091	6.07346252086658e-05	0.00400559313876201
ENSG00000175727	1473.84165194774	-1.09987742780318	0.288909704098124	-3.80699371534304	0.00014066631852251	0.00754117816328809
ENSG00000177000	677.330769829649	-1.87930802229997	0.486116404888919	-3.8659629738877	0.000110651725667631	0.00642672361498611
ENSG00000179532	308.911589748398	-1.59948410552917	0.377103243929783	-4.24150184671175	2.22029062638555e-05	0.00202925546843004
ENSG00000180747	81.4421030257969	-9.39640863017811	1.23636609679481	-7.60002126759836	2.9608208681247e-14	1.77698599101951e-10
ENSG00000184205	488.730179491842	-1.89662867271125	0.468388428236862	-4.04926458121662	5.13788325787708e-05	0.00359951704506136
ENSG00000184923	85.3428344387929	-1.93603743245992	0.52305553092737	-3.70139940787425	0.000214413658226346	0.00977762892397344
ENSG00000185215	2472.78573598674	-2.88668728292256	0.751759208324867	-3.83990944301823	0.000123079701513456	0.00700184123802928
ENSG00000185303	9486.49314955608	-2.36609976664907	0.540822897736484	-4.37499924014302	1.21432901225017e-05	0.00128611728620966
ENSG00000186166	537.636328070678	-1.50318051730965	0.402798825240772	-3.73183937766235	0.000190086697434021	0.00910242283856265
ENSG00000187048	165.291684475841	-4.06152731783195	1.0091613297464	-4.02465611603706	5.70586320833119e-05	0.00386218297240613
ENSG00000188818	92.739603378586	-2.76428518639262	0.709252646672405	-3.89746192610179	9.72060988261101e-05	0.00585349769018098
ENSG00000196167	272.943065405852	-1.84114255180876	0.47063287069003	-3.91205686315392	9.1513356435443e-05	0.00566219238013797
ENSG00000197562	203.983366702069	-1.53405600207934	0.376104311361657	-4.07880461812683	4.52678601830347e-05	0.00331320253087618
ENSG00000197714	429.942096145164	-1.53231039273916	0.348893281206469	-4.39191717146416	1.12355504993367e-05	0.00123351272402779
ENSG00000197818	356.114568407249	-1.66298335839459	0.441227307147424	-3.76899464619706	0.000163906402912379	0.00826648399002071
ENSG00000198585	783.041664516835	-1.67224540260133	0.42193064423809	-3.9633182027369	7.39151554534073e-05	0.0047216694057116
ENSG00000200169	88.6748406916469	-4.2337158463316	0.665566748364492	-6.36106875341231	2.00354731389901e-10	3.04246884006348e-07
ENSG00000203865	649.975827222277	-2.32150213736185	0.52751375151626	-4.40083719275382	1.07834013341312e-05	0.00120308957281021
ENSG00000225032	115.876299488774	-1.94675781896537	0.413498636093999	-4.70801509130691	2.50140586414368e-06	0.000399671556250861
ENSG00000233559	286.640705138542	-1.79626637213047	0.388907993758775	-4.6187437670531	3.86070245317397e-06	0.000560580223140301
ENSG00000233622	105.253989249449	-1.97552229714735	0.468941010654776	-4.2127309240643	2.52301556446488e-05	0.00218398534798991
ENSG00000235016	72.9870203616006	-1.72494714637176	0.455848648962181	-3.78403478939535	0.000154306240150128	0.00796043377755234
ENSG00000244953	51.8228315429949	-4.73343886581724	1.05609032382176	-4.48203980194419	7.39329499743448e-06	0.000887441842858719
ENSG00000245293	110.839180931937	-1.80147045313219	0.473667015409901	-3.80324235069067	0.000142814517676509	0.0076019379967494
ENSG00000247498	157.42793761479	-3.36668036103019	0.71052135075681	-4.73832398905983	2.15493084946946e-06	0.000367180944905868
ENSG00000254595	64.0395882619529	-1.86798090235623	0.50382592549755	-3.70759186421682	0.000209239523468147	0.00970968458774222
ENSG00000254995	73.0919054820876	-4.09189170418451	0.779998072852593	-5.24602796673552	1.55413321251839e-07	5.08766699843521e-05
ENSG00000255794	61.4311763142471	-3.75506334594183	1.00232588398086	-3.74634977102269	0.000179426372912052	0.00880527381416075
ENSG00000258441	373.797722287634	-2.09510849904524	0.393233306083903	-5.32790195192218	9.9353729390189e-08	3.50757626994187e-05
ENSG00000260279	140.200281394704	-2.31480194079966	0.593727536395517	-3.89876129857927	9.66860282263672e-05	0.00584171791347564
ENSG00000260711	194.006303960117	-2.03520944478894	0.429578482049387	-4.73768945567193	2.16168731796845e-06	0.000367180944905868
ENSG00000262202	121.81255218696	-3.95900947581921	0.736511985545425	-5.37534969357947	7.64341911278168e-08	2.80856655358437e-05
ENSG00000263069	295.78393446505	-2.7803643888416	0.535363098247607	-5.1934180707309	2.06467824666733e-07	5.98885175864254e-05
ENSG00000265096	46.736648569716	-3.97136152651246	0.769776479403275	-5.15910999202136	2.48126515892249e-07	6.57219100954399e-05
ENSG00000265148	65.3598601743156	-4.46147332835106	0.98829198545387	-4.51432713612683	6.35181065938489e-06	0.000799750705749825
ENSG00000267053	323.186933428426	-2.32764502180068	0.625313830818855	-3.72236292735218	0.000197367058573013	0.00932701808295827
ENSG00000271959	50.3569974464921	-3.20420363217067	0.644223873218044	-4.97374246031112	6.56725440439686e-07	0.000145979525371809
ENSG00000273319	571.668614782276	-1.57243874836421	0.357856803671738	-4.39404457936925	1.11260984593028e-05	0.00122899020098004
ENSG00000273828	215.98038544782	-1.77674354205554	0.465834898218307	-3.81410570322469	0.0001366769630939	0.007412255182246
ENSG00000279041	104.389650186754	-2.74604226321901	0.717955752635614	-3.82480710425161	0.000130874515522236	0.00722820752140449
ENSG00000284721	144.5442950723	-2.84977787187097	0.743820084079539	-3.83127308991328	0.000127481911817201	0.0071282975846854
ENSG00000285980	165.048353129717	-4.60343082775369	1.21699486090815	-3.78262141905719	0.000155185351620154	0.00796043377755234
ENSG00000287387	59.8492200823937	-3.52134585134821	0.889878887407723	-3.95710686159341	7.58629986702721e-05	0.00482654873165459
ENSG00000287979	101.769854599549	-2.79992061034067	0.538099887086349	-5.20334732925035	1.95730557955924e-07	5.77726015737118e-05
ENSG00000288701	1938.8809120588	-1.1343698203172	0.274616948942382	-4.13073491889681	3.61605359192646e-05	0.00283074108359287
ENSG00000290573	289.126567612959	-2.91838975855729	0.646003874026183	-4.51760411337566	6.25432780130457e-06	0.000793022338468231
ENSG00000291073	1293.05730777778	-1.54430013589502	0.338901540083303	-4.55678110968579	5.19435057289914e-06	0.000697942403470514
