baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000162105	257.159703153693	-2.2466876959965	0.569776592714947	-3.9431028313943	8.04341461446466e-05	0.00547564495242137
ENSG00000162711	219.734154968861	-4.39525014662972	0.822594668961708	-5.34315418330813	9.13430036207482e-08	3.5941645064692e-05
ENSG00000163435	649.38458958902	-3.14245451014945	0.922402346463501	-3.40681539048296	0.000657255657569038	0.0212329192233387
ENSG00000163462	83.8658478341821	-2.50439192730123	0.709636160978616	-3.52912106937669	0.000416942336667259	0.0163404851226926
ENSG00000163638	1945.19085774412	-2.17058018104199	0.686021265235645	-3.16401297020495	0.00155609860604547	0.0366265074203247
ENSG00000163735	414.649325388669	-3.2167493150008	0.952522954860824	-3.37708324884497	0.000732588741627677	0.022680217363703
ENSG00000163739	498.634132334342	-2.89029184590212	0.86104295031701	-3.35673365055483	0.000788690501168083	0.0236174991171703
ENSG00000163874	474.867626702079	-3.2854990711947	0.739190178777785	-4.4447277108404	8.80032538691032e-06	0.0011170167849166
ENSG00000164674	220.424966135791	-2.51991099453215	0.625915873411101	-4.02595796268787	5.67438263731255e-05	0.00417526138840515
ENSG00000165195	362.16528416669	-2.04869686268512	0.467744286449427	-4.3799505884646	1.18706222765595e-05	0.00138590526101009
ENSG00000166016	127.968888467637	-2.04895692560688	0.664646590196893	-3.08277655498075	0.00205079076674692	0.0425603982541971
ENSG00000167371	182.821408196551	-2.52627253273978	0.493750709644494	-5.11649397842632	3.11267217642716e-07	8.38886471219561e-05
ENSG00000167972	1810.26523152763	-2.17278414726231	0.474427857332694	-4.57979883280471	4.65423364950068e-06	0.000688476637746438
ENSG00000168026	147.572060223335	-3.38290224790751	0.77629958042272	-4.35772778089795	1.31419696764125e-05	0.00148594891617092
ENSG00000168389	280.905628509998	-2.71303537841888	0.844056460144015	-3.21428187156577	0.00130771231044269	0.032240806510742
ENSG00000169710	3743.67294644581	-2.62518787715797	0.753531344872464	-3.48384694946206	0.000494262042228061	0.0178752048139612
ENSG00000171811	230.469314641745	-3.73768985324225	1.13106973866441	-3.30456180151702	0.000951250006259632	0.0263961814148829
ENSG00000174501	1272.55306256282	-3.11130232593786	0.631298026366163	-4.9284208028448	8.28969241690207e-07	0.000194156438821585
ENSG00000174502	169.134550938816	-4.26457183155844	1.06354022985201	-4.00978892180866	6.07730501107249e-05	0.00433206155028406
ENSG00000179362	56.179757090039	-2.67475829737291	0.855530764091411	-3.1264314617763	0.00176941743130439	0.0391580636034674
ENSG00000179399	40.3219568833968	-2.80902990311824	0.834773784644921	-3.36501930797107	0.000765383028609157	0.0232020735051719
ENSG00000179869	289.28592645866	-2.24989359096331	0.728552333999846	-3.08817017798997	0.00201393107321934	0.042205444147129
ENSG00000180712	36.4886296845741	-2.00427979550098	0.640970498514468	-3.12694546807717	0.00176632686640515	0.0391336878036655
ENSG00000180747	81.4421844783688	-9.39641257118358	1.23640384642674	-7.59979241276193	2.96606149280466e-14	1.9451431269813e-10
ENSG00000181085	103.858491691632	-3.58027707362567	1.10009036279239	-3.25452998655289	0.0011358016868255	0.0296482707112209
ENSG00000185019	110.673217240568	-2.427993641674	0.771299252619817	-3.1479268694051	0.00164432825450483	0.0377507869870339
ENSG00000185215	2472.78752441127	-2.88668934056847	0.751772409032566	-3.83984475339187	0.00012311213646907	0.00749687816753267
ENSG00000185303	9486.4970334753	-2.36610103279294	0.540822113548641	-4.37500792500441	1.21428066606213e-05	0.00139706186105885
ENSG00000187048	165.291526031445	-4.06152459241562	1.00919080875505	-4.02453585306228	5.70877967612578e-05	0.00417526138840515
ENSG00000187510	60.4880163344653	-4.58906732601731	1.25612550897584	-3.65335095356747	0.000258840062929698	0.0118371633121363
ENSG00000188389	54.0144519381984	-4.25001120471685	1.37892692496417	-3.08211488786998	0.00205535493166234	0.0426101716812697
ENSG00000188818	92.7396103676015	-2.76428593232947	0.709254595160647	-3.89745227058184	9.72099732918413e-05	0.00629114807415686
ENSG00000196358	68.7183828015391	-2.15975963509692	0.606753521865372	-3.5595337435489	0.000371513797961516	0.0151002585595712
ENSG00000197653	219.378497860499	-2.7414368349056	0.8703709035371	-3.14973400852978	0.00163419174636971	0.0376476445176554
ENSG00000200169	88.6747788860606	-4.23371605442049	0.665560992824587	-6.36112407437361	2.00282573792499e-10	3.32744385234382e-07
ENSG00000203865	649.975967240986	-2.32150323151149	0.52751006436755	-4.40087002756017	1.07817695127542e-05	0.00130742696037376
ENSG00000205710	54.1738163022629	-2.73275037661833	0.835058603284194	-3.27252526453918	0.00106591345738254	0.0286095243663631
ENSG00000212195	109.818882838751	-2.39763327502953	0.71005137101719	-3.37670395818654	0.00073359960655181	0.022680217363703
ENSG00000215458	51.2719628515635	-2.19483684558809	0.666047032842418	-3.29531810422069	0.000983103250442706	0.0269756950477124
ENSG00000215912	60.1116396400012	-2.75430871522995	0.897989980034445	-3.06719314966555	0.00216079184254818	0.0437360274797252
ENSG00000228315	178.776569047805	-2.00699939967471	0.569915920415319	-3.5215710384299	0.000428997708205943	0.0164890687370613
ENSG00000228830	50.289735277469	-3.78595024146688	1.25858729889745	-3.00809506403208	0.00262890888704497	0.0497133670956102
ENSG00000231064	35.48140829202	-2.79508511667764	0.802213715438146	-3.48421506998424	0.000493582690949049	0.0178752048139612
ENSG00000232656	80.9545085438432	-3.15950259692711	0.911463301547432	-3.46640681151186	0.000527464543293863	0.0187453753528864
ENSG00000235979	36.0099945374091	-2.80781845091068	0.862772048496741	-3.25441517930827	0.00113626085779509	0.0296482707112209
ENSG00000237654	187.237963657431	-3.83309788375893	1.07522274987272	-3.56493376299252	0.000363948089241729	0.0149967599348599
ENSG00000237781	58.2693967402854	-2.96963105081271	0.961532769590495	-3.08843457522248	0.0020121399274165	0.042205444147129
ENSG00000244953	51.8228818540928	-4.73344382669413	1.05611917586384	-4.48192205469848	7.3973763471979e-06	0.000963814452018354
ENSG00000247498	157.428017249639	-3.36668232607775	0.710527275777801	-4.73828724223473	2.15532157329549e-06	0.000397130794237602
ENSG00000248738	61.6475893982174	-3.05260722515158	0.991330438927283	-3.079303434337	0.00207485238533593	0.0428338361270714
ENSG00000249717	40.5387996035889	-3.69238249124109	1.02372962647095	-3.60679460256477	0.000310002856141784	0.013404387234579
ENSG00000250295	93.2052149696821	-2.20191068964349	0.684233836115182	-3.21806752812036	0.00129057429725167	0.0319953208047556
ENSG00000250608	169.306872955569	-2.1137488169295	0.694606777983184	-3.04308694347448	0.00234164667391624	0.0459119405571397
ENSG00000251423	47.8041488489821	-3.24356704999997	1.05065137475048	-3.08719631264014	0.00202054110275677	0.0422445543630571
ENSG00000253457	54.7226988188382	-3.26955638079382	0.963037993507422	-3.39504401989995	0.00068617567101275	0.0217388408236793
ENSG00000254109	79.5938581748387	-2.66487789095121	0.765930828612662	-3.4792670452737	0.000502787290635291	0.0180837973600708
ENSG00000254995	73.0919677297382	-4.09189546193568	0.780002884559347	-5.24600042248221	1.55436545122642e-07	5.56010652498703e-05
ENSG00000255794	61.4311726241992	-3.75506869108199	1.00235029780234	-3.7462638553757	0.000179487804399403	0.00942548396414802
ENSG00000257671	144.971401871464	-3.92817170676589	1.17130085761343	-3.35368294254448	0.00079743679672325	0.0237708659677776
ENSG00000258441	373.797863672272	-2.09510921967694	0.393216314380538	-5.32813401442286	9.92269005849153e-08	3.82782361197573e-05
ENSG00000259354	187.413012194947	-3.18980193918397	0.92805866189392	-3.43706930408304	0.000588045118401622	0.0200159163658019
ENSG00000259556	35.9883739648539	-3.23721145863559	1.03995046749861	-3.11285158265473	0.0018528917170254	0.0402804327522184
ENSG00000260279	140.200262029867	-2.3148025718183	0.593723049855779	-3.89879182285509	9.66738426024762e-05	0.00627709960185187
ENSG00000260310	49.2580400049618	-3.35369858387019	1.01159475422495	-3.31525897091042	0.000915582603852894	0.0257539459901068
ENSG00000260711	194.006387524777	-2.03521027711438	0.429563075590693	-4.73786131248771	2.15985539206178e-06	0.000397130794237602
ENSG00000262202	121.812572557557	-3.95900977788246	0.736517049491757	-5.37531314531609	7.64496976224397e-08	3.06953336943649e-05
ENSG00000263069	295.783996973382	-2.7803651347774	0.53535816112181	-5.19346735828462	2.06413146352443e-07	6.54414095220413e-05
ENSG00000265096	46.736654517493	-3.97136242575628	0.769771248103403	-5.15914622108984	2.48078512120303e-07	7.17749506978654e-05
ENSG00000265148	65.3599068413235	-4.46148066231705	0.988320884852789	-4.51420255374001	6.35554524786167e-06	0.000868326369489101
ENSG00000265205	35.9086030483323	-2.55269602071813	0.821533675381087	-3.10723235968874	0.00188847899440306	0.0406777210960944
ENSG00000267053	323.187122177118	-2.32764751596829	0.625315940141656	-3.72235435968735	0.000197373757733408	0.00998234269832154
ENSG00000269951	73.6909197016199	-2.5603438445026	0.746832249854298	-3.42827167011347	0.000607437265257379	0.020430383072351
ENSG00000270022	43.5899417685501	-3.49139515219177	1.12955821900742	-3.09093864613705	0.00199524856728472	0.0419834441847695
ENSG00000271959	50.3570120346749	-3.20420443853066	0.644206893358714	-4.97387480879758	6.56277001939491e-07	0.000159402391804414
ENSG00000272078	85.261891432571	-2.04472971803205	0.651065552343499	-3.1405896236901	0.00168608109262902	0.0382997439884949
ENSG00000274422	1674.02412585403	-3.12803839742606	0.855691429675575	-3.65556822114254	0.000256612953254175	0.01176830592616
ENSG00000274598	73.345214672161	-2.1877949004743	0.675477788058641	-3.23888503685982	0.0011999793071393	0.0307001207914937
ENSG00000274737	34.2698296030306	-2.75825772602277	0.874331350918288	-3.15470527635301	0.00160660311739476	0.0372739501552176
ENSG00000275894	73.3669434304111	-3.34257463196902	0.97505480779385	-3.42808897023122	0.000607846217591352	0.020430383072351
ENSG00000276107	128.830628258775	-2.9615755163663	0.917480850106034	-3.22794259523132	0.00124683992412686	0.031129858714812
ENSG00000277363	84.9857332185879	-2.51144383751389	0.779581002387466	-3.22153032183006	0.00127507969468878	0.0317543264725406
ENSG00000279041	104.389644205865	-2.74604437573907	0.717958538741272	-3.82479520412619	0.000130880837050109	0.00775587225338509
ENSG00000279268	33.1211765224981	-2.04754510035919	0.585123944135769	-3.49933568926738	0.000466418971920672	0.0174097671069508
ENSG00000279602	84.1395148580828	-3.11872664572683	0.959308525187978	-3.25101525092327	0.00114993688927239	0.0299257385708267
ENSG00000284721	144.544276646773	-2.84977873102794	0.743826674419273	-3.83124029970133	0.000127498905302463	0.00764760202109956
ENSG00000285816	83.5988261727812	-3.04515547421018	1.00549307097659	-3.0285196010874	0.00245755134097814	0.0474018285121608
ENSG00000285869	31.5796126164872	-4.22259584072451	1.16779557523796	-3.61586901873992	0.00029934171392364	0.013175053422223
ENSG00000285980	165.04838506668	-4.60343043783417	1.21703809343115	-3.78248672961082	0.000155269373564334	0.00853287613269474
ENSG00000286207	97.0208168280324	-2.84389129713688	0.825703635347647	-3.44420343497642	0.000572744579796017	0.0196996099001868
ENSG00000287387	59.8492323186629	-3.52134661957303	0.889890455216118	-3.95705628589739	7.58790563589836e-05	0.00521973620561764
ENSG00000287979	101.769935922115	-2.79992154609655	0.538088985222728	-5.20345448985097	1.95617674338399e-07	6.30915102448141e-05
ENSG00000290456	80.2453423229712	-4.38241624249901	1.2672556342267	-3.45819432491475	0.000543808985980396	0.0190371850359045
ENSG00000290559	33.748173446738	-4.33779060219916	1.21763687874079	-3.56246651028266	0.000367386786963182	0.0150722437714178
ENSG00000290573	289.126682920958	-2.91839096105476	0.646007351750755	-4.51758165467558	6.25499099993791e-06	0.000860564286243206
ENSG00000290586	80.8183107220266	-2.87455088102367	0.779086685636564	-3.68964190252459	0.000224569937492427	0.0107760706103074
